Product naam;Prijs;Categorie;Sector*;Merk;Maten;Kleuren;Product foto;Product beschrijving;EAN
Blaklader Veiligheidschoen 2452 S3 Hoog;€ 139,00;Schoenen;Bouw, Schoonmaak, Agrarisch, Beveiliging, Horeca, Detailhandel, Industrie, Sport &  Recreatie, Staalbouw, Zorg, Transport/Logistiek;Blaklader ;45;Zwart/Oranje;https://www.roerdink.nl/write/assets/modellen/0072015/0072015_0_Large.jpg;"Blaklader

Hoge veiligheidsschoen uit de ELITE-collectie van Blåkläder die doet wat hij belooft. Deze enkelhoge schoen van de hoogste klasse garandeert een zeer hoge duurzaamheid en bovenal de nodige bescherming. Het enkelgedeelte van zachte en anatomische padding zorgt voor grote stabiliteit, terwijl de neus van aluminium, de zachte anti-perforatie tussenzool en de extra TPU-beschermde teen- en hieldelen de veiligheid garanderen. De binnenzool van de veiligheidsschoen is gemaakt van anatomisch zacht PU-materiaal dat een goede vochtabsorptie heeft. Reflecterende gebieden bevinden zich op de hiel en zijkant. Meest geschikt voor buitenwerkzaamheden in de bouw en constructie, transport en onderhoudswerkzaamheden. Damesleest in de maten 35-39.  

HOOFDEIGENSCHAPPEN:
EN ISO 20345:2011

BOVENSTUK:
Met olie behandeld leer

PASVORM:
Breed

ANTI-PERFORATIE BESCHERMING MATERIAAL:
Textiel

TEENBESCHERMING MATERIAAL:
Neus in aluminium

FUNCTIONALITEIT:
Antistatische eigenschappen, ESD goedgekeurd (bevestigt met IEC 61340-5-1), Versterking van de hiel, Oliebestendige buitenzool, Schachtrand van polyester, Reflecterende details, Neusbescherming, Waterafstotend

BINNENZOOL MATERIAAL:
Textiel, zacht PU

ZOOL MATERIAAL:
PU-tussenzool, nylon schacht, rubberen buitenzool

VOERING MATERIAAL:
Polyester";7330509778876
Blaklader Veiligheidschoen 2452 S3 Hoog;€ 139,00;Schoenen;Bouw, Schoonmaak, Agrarisch, Beveiliging, Horeca, Detailhandel, Industrie, Sport &  Recreatie, Staalbouw, Zorg, Transport/Logistiek;Blaklader ;46;Zwart/Oranje;https://www.roerdink.nl/write/assets/modellen/0072015/0072015_0_Large.jpg;"Blaklader

Hoge veiligheidsschoen uit de ELITE-collectie van Blåkläder die doet wat hij belooft. Deze enkelhoge schoen van de hoogste klasse garandeert een zeer hoge duurzaamheid en bovenal de nodige bescherming. Het enkelgedeelte van zachte en anatomische padding zorgt voor grote stabiliteit, terwijl de neus van aluminium, de zachte anti-perforatie tussenzool en de extra TPU-beschermde teen- en hieldelen de veiligheid garanderen. De binnenzool van de veiligheidsschoen is gemaakt van anatomisch zacht PU-materiaal dat een goede vochtabsorptie heeft. Reflecterende gebieden bevinden zich op de hiel en zijkant. Meest geschikt voor buitenwerkzaamheden in de bouw en constructie, transport en onderhoudswerkzaamheden. Damesleest in de maten 35-39.  

HOOFDEIGENSCHAPPEN:
EN ISO 20345:2011

BOVENSTUK:
Met olie behandeld leer

PASVORM:
Breed

ANTI-PERFORATIE BESCHERMING MATERIAAL:
Textiel

TEENBESCHERMING MATERIAAL:
Neus in aluminium

FUNCTIONALITEIT:
Antistatische eigenschappen, ESD goedgekeurd (bevestigt met IEC 61340-5-1), Versterking van de hiel, Oliebestendige buitenzool, Schachtrand van polyester, Reflecterende details, Neusbescherming, Waterafstotend

BINNENZOOL MATERIAAL:
Textiel, zacht PU

ZOOL MATERIAAL:
PU-tussenzool, nylon schacht, rubberen buitenzool

VOERING MATERIAAL:
Polyester";7330509778883
Blaklader Veiligheidschoen 2452 S3 Hoog;€ 139,00;Schoenen;Bouw, Schoonmaak, Agrarisch, Beveiliging, Horeca, Detailhandel, Industrie, Sport &  Recreatie, Staalbouw, Zorg, Transport/Logistiek;Blaklader ;47;Zwart/Oranje;https://www.roerdink.nl/write/assets/modellen/0072015/0072015_0_Large.jpg;"Blaklader

Hoge veiligheidsschoen uit de ELITE-collectie van Blåkläder die doet wat hij belooft. Deze enkelhoge schoen van de hoogste klasse garandeert een zeer hoge duurzaamheid en bovenal de nodige bescherming. Het enkelgedeelte van zachte en anatomische padding zorgt voor grote stabiliteit, terwijl de neus van aluminium, de zachte anti-perforatie tussenzool en de extra TPU-beschermde teen- en hieldelen de veiligheid garanderen. De binnenzool van de veiligheidsschoen is gemaakt van anatomisch zacht PU-materiaal dat een goede vochtabsorptie heeft. Reflecterende gebieden bevinden zich op de hiel en zijkant. Meest geschikt voor buitenwerkzaamheden in de bouw en constructie, transport en onderhoudswerkzaamheden. Damesleest in de maten 35-39.  

HOOFDEIGENSCHAPPEN:
EN ISO 20345:2011

BOVENSTUK:
Met olie behandeld leer

PASVORM:
Breed

ANTI-PERFORATIE BESCHERMING MATERIAAL:
Textiel

TEENBESCHERMING MATERIAAL:
Neus in aluminium

FUNCTIONALITEIT:
Antistatische eigenschappen, ESD goedgekeurd (bevestigt met IEC 61340-5-1), Versterking van de hiel, Oliebestendige buitenzool, Schachtrand van polyester, Reflecterende details, Neusbescherming, Waterafstotend

BINNENZOOL MATERIAAL:
Textiel, zacht PU

ZOOL MATERIAAL:
PU-tussenzool, nylon schacht, rubberen buitenzool

VOERING MATERIAAL:
Polyester";7330509778890
Blaklader Veiligheidschoen 2452 S3 Hoog;€ 139,00;Schoenen;Bouw, Schoonmaak, Agrarisch, Beveiliging, Horeca, Detailhandel, Industrie, Sport &  Recreatie, Staalbouw, Zorg, Transport/Logistiek;Blaklader ;48;Zwart/Oranje;https://www.roerdink.nl/write/assets/modellen/0072015/0072015_0_Large.jpg;"Blaklader

Hoge veiligheidsschoen uit de ELITE-collectie van Blåkläder die doet wat hij belooft. Deze enkelhoge schoen van de hoogste klasse garandeert een zeer hoge duurzaamheid en bovenal de nodige bescherming. Het enkelgedeelte van zachte en anatomische padding zorgt voor grote stabiliteit, terwijl de neus van aluminium, de zachte anti-perforatie tussenzool en de extra TPU-beschermde teen- en hieldelen de veiligheid garanderen. De binnenzool van de veiligheidsschoen is gemaakt van anatomisch zacht PU-materiaal dat een goede vochtabsorptie heeft. Reflecterende gebieden bevinden zich op de hiel en zijkant. Meest geschikt voor buitenwerkzaamheden in de bouw en constructie, transport en onderhoudswerkzaamheden. Damesleest in de maten 35-39.  

HOOFDEIGENSCHAPPEN:
EN ISO 20345:2011

BOVENSTUK:
Met olie behandeld leer

PASVORM:
Breed

ANTI-PERFORATIE BESCHERMING MATERIAAL:
Textiel

TEENBESCHERMING MATERIAAL:
Neus in aluminium

FUNCTIONALITEIT:
Antistatische eigenschappen, ESD goedgekeurd (bevestigt met IEC 61340-5-1), Versterking van de hiel, Oliebestendige buitenzool, Schachtrand van polyester, Reflecterende details, Neusbescherming, Waterafstotend

BINNENZOOL MATERIAAL:
Textiel, zacht PU

ZOOL MATERIAAL:
PU-tussenzool, nylon schacht, rubberen buitenzool

VOERING MATERIAAL:
Polyester";7330509778906
Blaklader Veiligheidschoen 2434 S3 Hoog;€ 108,99;Schoenen;Bouw, Schoonmaak, Agrarisch, Beveiliging, Horeca, Detailhandel, Industrie, Sport &  Recreatie, Staalbouw, Zorg, Transport/Logistiek;Blaklader ;42;Zwart/Blauw;https://www.roerdink.nl/write/assets/modellen/0072011/0072011_0_Large.jpg;"Blaklader

Een serieus goede veiligheidsschoen met klassieke look uit de RETRO-collectie van Blåkläder. Een veelzijdige outdoorschoen waarvan de duurzaamheid en sterkte van de hoogste klasse zijn, gecombineerd met het broodnodige comfort. De schoen heeft een aluminium neus en een stalen anti-perforatie tussenzool, die de drager de bescherming biedt die nodig is voor de zwaarste klussen. Reflecterende details aan de zijkanten maken jou en je schoenen goed zichtbaar. De binnenzool is gemaakt van anatomisch zacht PU-leer met een goede vochtopname. De veiligheidsschoen is bij uitstek geschikt voor werkzaamheden in de bouw en constructie, transport en onderhoudswerkzaamheden. Damesleest in de maten 35-39.  

HOOFDEIGENSCHAPPEN:
EN ISO 20345:2011

BOVENSTUK:
PU-gecoat leer

PASVORM:
Normaal

ANTI-PERFORATIE BESCHERMING MATERIAAL:
Staal

TEENBESCHERMING MATERIAAL:
Neus in aluminium

FUNCTIONALITEIT:
Antistatische eigenschappen, ESD goedgekeurd (bevestigt met IEC 61340-5-1), Versterking van de hiel, Oliebestendige buitenzool, Schachtrand van polyester, Reflecterende details, Neusbescherming, Waterafstotend

BINNENZOOL MATERIAAL:
Textiel, zacht PU

ZOOL MATERIAAL:
PU-tussenzool, rubberen buitenzool

VOERING MATERIAAL:
Polyester";7330509778289
Blaklader Veiligheidschoen 2434 S3 Hoog;€ 108,99;Schoenen;Bouw, Schoonmaak, Agrarisch, Beveiliging, Horeca, Detailhandel, Industrie, Sport &  Recreatie, Staalbouw, Zorg, Transport/Logistiek;Blaklader ;43;Zwart/Blauw;https://www.roerdink.nl/write/assets/modellen/0072011/0072011_0_Large.jpg;"Blaklader

Een serieus goede veiligheidsschoen met klassieke look uit de RETRO-collectie van Blåkläder. Een veelzijdige outdoorschoen waarvan de duurzaamheid en sterkte van de hoogste klasse zijn, gecombineerd met het broodnodige comfort. De schoen heeft een aluminium neus en een stalen anti-perforatie tussenzool, die de drager de bescherming biedt die nodig is voor de zwaarste klussen. Reflecterende details aan de zijkanten maken jou en je schoenen goed zichtbaar. De binnenzool is gemaakt van anatomisch zacht PU-leer met een goede vochtopname. De veiligheidsschoen is bij uitstek geschikt voor werkzaamheden in de bouw en constructie, transport en onderhoudswerkzaamheden. Damesleest in de maten 35-39.  

HOOFDEIGENSCHAPPEN:
EN ISO 20345:2011

BOVENSTUK:
PU-gecoat leer

PASVORM:
Normaal

ANTI-PERFORATIE BESCHERMING MATERIAAL:
Staal

TEENBESCHERMING MATERIAAL:
Neus in aluminium

FUNCTIONALITEIT:
Antistatische eigenschappen, ESD goedgekeurd (bevestigt met IEC 61340-5-1), Versterking van de hiel, Oliebestendige buitenzool, Schachtrand van polyester, Reflecterende details, Neusbescherming, Waterafstotend

BINNENZOOL MATERIAAL:
Textiel, zacht PU

ZOOL MATERIAAL:
PU-tussenzool, rubberen buitenzool

VOERING MATERIAAL:
Polyester";7330509778296
Blaklader Veiligheidschoen 2434 S3 Hoog;€ 108,99;Schoenen;Bouw, Schoonmaak, Agrarisch, Beveiliging, Horeca, Detailhandel, Industrie, Sport &  Recreatie, Staalbouw, Zorg, Transport/Logistiek;Blaklader ;44;Zwart/Blauw;https://www.roerdink.nl/write/assets/modellen/0072011/0072011_0_Large.jpg;"Blaklader

Een serieus goede veiligheidsschoen met klassieke look uit de RETRO-collectie van Blåkläder. Een veelzijdige outdoorschoen waarvan de duurzaamheid en sterkte van de hoogste klasse zijn, gecombineerd met het broodnodige comfort. De schoen heeft een aluminium neus en een stalen anti-perforatie tussenzool, die de drager de bescherming biedt die nodig is voor de zwaarste klussen. Reflecterende details aan de zijkanten maken jou en je schoenen goed zichtbaar. De binnenzool is gemaakt van anatomisch zacht PU-leer met een goede vochtopname. De veiligheidsschoen is bij uitstek geschikt voor werkzaamheden in de bouw en constructie, transport en onderhoudswerkzaamheden. Damesleest in de maten 35-39.  

HOOFDEIGENSCHAPPEN:
EN ISO 20345:2011

BOVENSTUK:
PU-gecoat leer

PASVORM:
Normaal

ANTI-PERFORATIE BESCHERMING MATERIAAL:
Staal

TEENBESCHERMING MATERIAAL:
Neus in aluminium

FUNCTIONALITEIT:
Antistatische eigenschappen, ESD goedgekeurd (bevestigt met IEC 61340-5-1), Versterking van de hiel, Oliebestendige buitenzool, Schachtrand van polyester, Reflecterende details, Neusbescherming, Waterafstotend

BINNENZOOL MATERIAAL:
Textiel, zacht PU

ZOOL MATERIAAL:
PU-tussenzool, rubberen buitenzool

VOERING MATERIAAL:
Polyester";7330509778302
Blaklader Veiligheidschoen 2434 S3 Hoog;€ 108,99;Schoenen;Bouw, Schoonmaak, Agrarisch, Beveiliging, Horeca, Detailhandel, Industrie, Sport &  Recreatie, Staalbouw, Zorg, Transport/Logistiek;Blaklader ;45;Zwart/Blauw;https://www.roerdink.nl/write/assets/modellen/0072011/0072011_0_Large.jpg;"Blaklader

Een serieus goede veiligheidsschoen met klassieke look uit de RETRO-collectie van Blåkläder. Een veelzijdige outdoorschoen waarvan de duurzaamheid en sterkte van de hoogste klasse zijn, gecombineerd met het broodnodige comfort. De schoen heeft een aluminium neus en een stalen anti-perforatie tussenzool, die de drager de bescherming biedt die nodig is voor de zwaarste klussen. Reflecterende details aan de zijkanten maken jou en je schoenen goed zichtbaar. De binnenzool is gemaakt van anatomisch zacht PU-leer met een goede vochtopname. De veiligheidsschoen is bij uitstek geschikt voor werkzaamheden in de bouw en constructie, transport en onderhoudswerkzaamheden. Damesleest in de maten 35-39.  

HOOFDEIGENSCHAPPEN:
EN ISO 20345:2011

BOVENSTUK:
PU-gecoat leer

PASVORM:
Normaal

ANTI-PERFORATIE BESCHERMING MATERIAAL:
Staal

TEENBESCHERMING MATERIAAL:
Neus in aluminium

FUNCTIONALITEIT:
Antistatische eigenschappen, ESD goedgekeurd (bevestigt met IEC 61340-5-1), Versterking van de hiel, Oliebestendige buitenzool, Schachtrand van polyester, Reflecterende details, Neusbescherming, Waterafstotend

BINNENZOOL MATERIAAL:
Textiel, zacht PU

ZOOL MATERIAAL:
PU-tussenzool, rubberen buitenzool

VOERING MATERIAAL:
Polyester";7330509778319
Blaklader Veiligheidschoen 2434 S3 Hoog;€ 108,99;Schoenen;Bouw, Schoonmaak, Agrarisch, Beveiliging, Horeca, Detailhandel, Industrie, Sport &  Recreatie, Staalbouw, Zorg, Transport/Logistiek;Blaklader ;46;Zwart/Blauw;https://www.roerdink.nl/write/assets/modellen/0072011/0072011_0_Large.jpg;"Blaklader

Een serieus goede veiligheidsschoen met klassieke look uit de RETRO-collectie van Blåkläder. Een veelzijdige outdoorschoen waarvan de duurzaamheid en sterkte van de hoogste klasse zijn, gecombineerd met het broodnodige comfort. De schoen heeft een aluminium neus en een stalen anti-perforatie tussenzool, die de drager de bescherming biedt die nodig is voor de zwaarste klussen. Reflecterende details aan de zijkanten maken jou en je schoenen goed zichtbaar. De binnenzool is gemaakt van anatomisch zacht PU-leer met een goede vochtopname. De veiligheidsschoen is bij uitstek geschikt voor werkzaamheden in de bouw en constructie, transport en onderhoudswerkzaamheden. Damesleest in de maten 35-39.  

HOOFDEIGENSCHAPPEN:
EN ISO 20345:2011

BOVENSTUK:
PU-gecoat leer

PASVORM:
Normaal

ANTI-PERFORATIE BESCHERMING MATERIAAL:
Staal

TEENBESCHERMING MATERIAAL:
Neus in aluminium

FUNCTIONALITEIT:
Antistatische eigenschappen, ESD goedgekeurd (bevestigt met IEC 61340-5-1), Versterking van de hiel, Oliebestendige buitenzool, Schachtrand van polyester, Reflecterende details, Neusbescherming, Waterafstotend

BINNENZOOL MATERIAAL:
Textiel, zacht PU

ZOOL MATERIAAL:
PU-tussenzool, rubberen buitenzool

VOERING MATERIAAL:
Polyester";7330509778326
Blaklader Veiligheidschoen 2434 S3 Hoog;€ 108,99;Schoenen;Bouw, Schoonmaak, Agrarisch, Beveiliging, Horeca, Detailhandel, Industrie, Sport &  Recreatie, Staalbouw, Zorg, Transport/Logistiek;Blaklader ;47;Zwart/Blauw;https://www.roerdink.nl/write/assets/modellen/0072011/0072011_0_Large.jpg;"Blaklader

Een serieus goede veiligheidsschoen met klassieke look uit de RETRO-collectie van Blåkläder. Een veelzijdige outdoorschoen waarvan de duurzaamheid en sterkte van de hoogste klasse zijn, gecombineerd met het broodnodige comfort. De schoen heeft een aluminium neus en een stalen anti-perforatie tussenzool, die de drager de bescherming biedt die nodig is voor de zwaarste klussen. Reflecterende details aan de zijkanten maken jou en je schoenen goed zichtbaar. De binnenzool is gemaakt van anatomisch zacht PU-leer met een goede vochtopname. De veiligheidsschoen is bij uitstek geschikt voor werkzaamheden in de bouw en constructie, transport en onderhoudswerkzaamheden. Damesleest in de maten 35-39.  

HOOFDEIGENSCHAPPEN:
EN ISO 20345:2011

BOVENSTUK:
PU-gecoat leer

PASVORM:
Normaal

ANTI-PERFORATIE BESCHERMING MATERIAAL:
Staal

TEENBESCHERMING MATERIAAL:
Neus in aluminium

FUNCTIONALITEIT:
Antistatische eigenschappen, ESD goedgekeurd (bevestigt met IEC 61340-5-1), Versterking van de hiel, Oliebestendige buitenzool, Schachtrand van polyester, Reflecterende details, Neusbescherming, Waterafstotend

BINNENZOOL MATERIAAL:
Textiel, zacht PU

ZOOL MATERIAAL:
PU-tussenzool, rubberen buitenzool

VOERING MATERIAAL:
Polyester";7330509778333
Blaklader Veiligheidschoen 2434 S3 Hoog;€ 108,99;Schoenen;Bouw, Schoonmaak, Agrarisch, Beveiliging, Horeca, Detailhandel, Industrie, Sport &  Recreatie, Staalbouw, Zorg, Transport/Logistiek;Blaklader ;48;Zwart/Blauw;https://www.roerdink.nl/write/assets/modellen/0072011/0072011_0_Large.jpg;"Blaklader

Een serieus goede veiligheidsschoen met klassieke look uit de RETRO-collectie van Blåkläder. Een veelzijdige outdoorschoen waarvan de duurzaamheid en sterkte van de hoogste klasse zijn, gecombineerd met het broodnodige comfort. De schoen heeft een aluminium neus en een stalen anti-perforatie tussenzool, die de drager de bescherming biedt die nodig is voor de zwaarste klussen. Reflecterende details aan de zijkanten maken jou en je schoenen goed zichtbaar. De binnenzool is gemaakt van anatomisch zacht PU-leer met een goede vochtopname. De veiligheidsschoen is bij uitstek geschikt voor werkzaamheden in de bouw en constructie, transport en onderhoudswerkzaamheden. Damesleest in de maten 35-39.  

HOOFDEIGENSCHAPPEN:
EN ISO 20345:2011

BOVENSTUK:
PU-gecoat leer

PASVORM:
Normaal

ANTI-PERFORATIE BESCHERMING MATERIAAL:
Staal

TEENBESCHERMING MATERIAAL:
Neus in aluminium

FUNCTIONALITEIT:
Antistatische eigenschappen, ESD goedgekeurd (bevestigt met IEC 61340-5-1), Versterking van de hiel, Oliebestendige buitenzool, Schachtrand van polyester, Reflecterende details, Neusbescherming, Waterafstotend

BINNENZOOL MATERIAAL:
Textiel, zacht PU

ZOOL MATERIAAL:
PU-tussenzool, rubberen buitenzool

VOERING MATERIAAL:
Polyester";7330509778340
Blaklader Veiligheidschoen 2455 S3 Hoog BOA;€ 163,34;Schoenen;Bouw, Schoonmaak, Agrarisch, Beveiliging, Horeca, Detailhandel, Industrie, Sport &  Recreatie, Staalbouw, Zorg, Transport/Logistiek;Blaklader ;42;Zwart/Oranje;https://www.roerdink.nl/write/assets/modellen/0072018/0072018_0_Large.jpg, https://www.roerdink.nl/write/assets/modellen/0072018/0072018_1_Large.jpg;"Blaklader

Een duurzame hoge veiligheidsschoen met een membraan die je droog houdt in natte omgevingen. Deze veiligheidsschoen is gemaakt van glad, hoogwaardig volnerfleer voor het beste comfort. Met een textiele anti-perforatie bescherming, een aluminium neus en een TPU verstevigd teen- en hielgedeelte, is de schoen gemaakt voor zware omstandigheden. De binnenzool, met anatomische ondersteuning, is gemaakt van een glad PU-materiaal bedekt met een textieloppervlak met een goede vochtopname. Het PU-membraan houdt je de hele dag droog en de Freelock maakt het gemakkelijk om in en uit de schoenen te springen. Het meest geschikt voor buitenwerk in bouw en constructie, transport, onderhoud, reparatie en bediening. Damesleest in de maten 35-39.

HOOFDEIGENSCHAPPEN:
EN ISO 20345:2011

VOERING:
Membraan

BOVENSTUK:
Volnerf leer

PASVORM:
Breed

ANTI-PERFORATIE BESCHERMING MATERIAAL:
Textiel

TEENBESCHERMING MATERIAAL:
Neus in aluminium

FUNCTIONALITEIT:
Freelock, Antistatische eigenschappen, ESD goedgekeurd (bevestigt met IEC 61340-5-1), Versterking van de hiel, Oliebestendige buitenzool, Schachtrand van polyester, Reflecterende details, Neusbescherming, Waterbestendig

BINNENZOOL MATERIAAL:
Textiel, zacht PU

ZOOL MATERIAAL:
PU-tussenzool, nylon schacht, rubberen buitenzool

VOERING MATERIAAL:
Polyester";7330509779262
Blaklader Veiligheidschoen 2455 S3 Hoog BOA;€ 163,34;Schoenen;Bouw, Schoonmaak, Agrarisch, Beveiliging, Horeca, Detailhandel, Industrie, Sport &  Recreatie, Staalbouw, Zorg, Transport/Logistiek;Blaklader ;43;Zwart/Oranje;https://www.roerdink.nl/write/assets/modellen/0072018/0072018_0_Large.jpg, https://www.roerdink.nl/write/assets/modellen/0072018/0072018_1_Large.jpg;"Blaklader

Een duurzame hoge veiligheidsschoen met een membraan die je droog houdt in natte omgevingen. Deze veiligheidsschoen is gemaakt van glad, hoogwaardig volnerfleer voor het beste comfort. Met een textiele anti-perforatie bescherming, een aluminium neus en een TPU verstevigd teen- en hielgedeelte, is de schoen gemaakt voor zware omstandigheden. De binnenzool, met anatomische ondersteuning, is gemaakt van een glad PU-materiaal bedekt met een textieloppervlak met een goede vochtopname. Het PU-membraan houdt je de hele dag droog en de Freelock maakt het gemakkelijk om in en uit de schoenen te springen. Het meest geschikt voor buitenwerk in bouw en constructie, transport, onderhoud, reparatie en bediening. Damesleest in de maten 35-39.

HOOFDEIGENSCHAPPEN:
EN ISO 20345:2011

VOERING:
Membraan

BOVENSTUK:
Volnerf leer

PASVORM:
Breed

ANTI-PERFORATIE BESCHERMING MATERIAAL:
Textiel

TEENBESCHERMING MATERIAAL:
Neus in aluminium

FUNCTIONALITEIT:
Freelock, Antistatische eigenschappen, ESD goedgekeurd (bevestigt met IEC 61340-5-1), Versterking van de hiel, Oliebestendige buitenzool, Schachtrand van polyester, Reflecterende details, Neusbescherming, Waterbestendig

BINNENZOOL MATERIAAL:
Textiel, zacht PU

ZOOL MATERIAAL:
PU-tussenzool, nylon schacht, rubberen buitenzool

VOERING MATERIAAL:
Polyester";7330509779279
Blaklader Veiligheidschoen 2455 S3 Hoog BOA;€ 163,34;Schoenen;Bouw, Schoonmaak, Agrarisch, Beveiliging, Horeca, Detailhandel, Industrie, Sport &  Recreatie, Staalbouw, Zorg, Transport/Logistiek;Blaklader ;44;Zwart/Oranje;https://www.roerdink.nl/write/assets/modellen/0072018/0072018_0_Large.jpg, https://www.roerdink.nl/write/assets/modellen/0072018/0072018_1_Large.jpg;"Blaklader

Een duurzame hoge veiligheidsschoen met een membraan die je droog houdt in natte omgevingen. Deze veiligheidsschoen is gemaakt van glad, hoogwaardig volnerfleer voor het beste comfort. Met een textiele anti-perforatie bescherming, een aluminium neus en een TPU verstevigd teen- en hielgedeelte, is de schoen gemaakt voor zware omstandigheden. De binnenzool, met anatomische ondersteuning, is gemaakt van een glad PU-materiaal bedekt met een textieloppervlak met een goede vochtopname. Het PU-membraan houdt je de hele dag droog en de Freelock maakt het gemakkelijk om in en uit de schoenen te springen. Het meest geschikt voor buitenwerk in bouw en constructie, transport, onderhoud, reparatie en bediening. Damesleest in de maten 35-39.

HOOFDEIGENSCHAPPEN:
EN ISO 20345:2011

VOERING:
Membraan

BOVENSTUK:
Volnerf leer

PASVORM:
Breed

ANTI-PERFORATIE BESCHERMING MATERIAAL:
Textiel

TEENBESCHERMING MATERIAAL:
Neus in aluminium

FUNCTIONALITEIT:
Freelock, Antistatische eigenschappen, ESD goedgekeurd (bevestigt met IEC 61340-5-1), Versterking van de hiel, Oliebestendige buitenzool, Schachtrand van polyester, Reflecterende details, Neusbescherming, Waterbestendig

BINNENZOOL MATERIAAL:
Textiel, zacht PU

ZOOL MATERIAAL:
PU-tussenzool, nylon schacht, rubberen buitenzool

VOERING MATERIAAL:
Polyester";7330509779286
Blaklader Veiligheidschoen 2455 S3 Hoog BOA;€ 163,34;Schoenen;Bouw, Schoonmaak, Agrarisch, Beveiliging, Horeca, Detailhandel, Industrie, Sport &  Recreatie, Staalbouw, Zorg, Transport/Logistiek;Blaklader ;45;Zwart/Oranje;https://www.roerdink.nl/write/assets/modellen/0072018/0072018_0_Large.jpg, https://www.roerdink.nl/write/assets/modellen/0072018/0072018_1_Large.jpg;"Blaklader

Een duurzame hoge veiligheidsschoen met een membraan die je droog houdt in natte omgevingen. Deze veiligheidsschoen is gemaakt van glad, hoogwaardig volnerfleer voor het beste comfort. Met een textiele anti-perforatie bescherming, een aluminium neus en een TPU verstevigd teen- en hielgedeelte, is de schoen gemaakt voor zware omstandigheden. De binnenzool, met anatomische ondersteuning, is gemaakt van een glad PU-materiaal bedekt met een textieloppervlak met een goede vochtopname. Het PU-membraan houdt je de hele dag droog en de Freelock maakt het gemakkelijk om in en uit de schoenen te springen. Het meest geschikt voor buitenwerk in bouw en constructie, transport, onderhoud, reparatie en bediening. Damesleest in de maten 35-39.

HOOFDEIGENSCHAPPEN:
EN ISO 20345:2011

VOERING:
Membraan

BOVENSTUK:
Volnerf leer

PASVORM:
Breed

ANTI-PERFORATIE BESCHERMING MATERIAAL:
Textiel

TEENBESCHERMING MATERIAAL:
Neus in aluminium

FUNCTIONALITEIT:
Freelock, Antistatische eigenschappen, ESD goedgekeurd (bevestigt met IEC 61340-5-1), Versterking van de hiel, Oliebestendige buitenzool, Schachtrand van polyester, Reflecterende details, Neusbescherming, Waterbestendig

BINNENZOOL MATERIAAL:
Textiel, zacht PU

ZOOL MATERIAAL:
PU-tussenzool, nylon schacht, rubberen buitenzool

VOERING MATERIAAL:
Polyester";7330509779293
Blaklader Veiligheidschoen 2455 S3 Hoog BOA;€ 163,34;Schoenen;Bouw, Schoonmaak, Agrarisch, Beveiliging, Horeca, Detailhandel, Industrie, Sport &  Recreatie, Staalbouw, Zorg, Transport/Logistiek;Blaklader ;46;Zwart/Oranje;https://www.roerdink.nl/write/assets/modellen/0072018/0072018_0_Large.jpg, https://www.roerdink.nl/write/assets/modellen/0072018/0072018_1_Large.jpg;"Blaklader

Een duurzame hoge veiligheidsschoen met een membraan die je droog houdt in natte omgevingen. Deze veiligheidsschoen is gemaakt van glad, hoogwaardig volnerfleer voor het beste comfort. Met een textiele anti-perforatie bescherming, een aluminium neus en een TPU verstevigd teen- en hielgedeelte, is de schoen gemaakt voor zware omstandigheden. De binnenzool, met anatomische ondersteuning, is gemaakt van een glad PU-materiaal bedekt met een textieloppervlak met een goede vochtopname. Het PU-membraan houdt je de hele dag droog en de Freelock maakt het gemakkelijk om in en uit de schoenen te springen. Het meest geschikt voor buitenwerk in bouw en constructie, transport, onderhoud, reparatie en bediening. Damesleest in de maten 35-39.

HOOFDEIGENSCHAPPEN:
EN ISO 20345:2011

VOERING:
Membraan

BOVENSTUK:
Volnerf leer

PASVORM:
Breed

ANTI-PERFORATIE BESCHERMING MATERIAAL:
Textiel

TEENBESCHERMING MATERIAAL:
Neus in aluminium

FUNCTIONALITEIT:
Freelock, Antistatische eigenschappen, ESD goedgekeurd (bevestigt met IEC 61340-5-1), Versterking van de hiel, Oliebestendige buitenzool, Schachtrand van polyester, Reflecterende details, Neusbescherming, Waterbestendig

BINNENZOOL MATERIAAL:
Textiel, zacht PU

ZOOL MATERIAAL:
PU-tussenzool, nylon schacht, rubberen buitenzool

VOERING MATERIAAL:
Polyester";7330509779309
